id,b_m,malignant
ISIC_0062103,malignant,1
ISIC_0062102,malignant,1
ISIC_0062099,malignant,1
ISIC_0062098,malignant,1
ISIC_0062097,benign,0
ISIC_0062096,nan,0
ISIC_0062095,nan,0
ISIC_0062094,nan,0
ISIC_0062093,nan,0
ISIC_0062092,benign,0
ISIC_0062091,benign,0
ISIC_0062090,nan,0
ISIC_0062088,benign,0
ISIC_0062087,malignant,1
ISIC_0062084,malignant,1
ISIC_0062082,nan,0
ISIC_0062080,nan,0
ISIC_0062078,benign,0
ISIC_0062077,malignant,1
ISIC_0062076,benign,0
ISIC_0062072,benign,0
ISIC_0062066,nan,0
ISIC_0062065,benign,0
ISIC_0062063,malignant,1
ISIC_0062061,benign,0
ISIC_0062058,malignant,1
ISIC_0062057,benign,0
ISIC_0062056,benign,0
ISIC_0062055,nan,0
ISIC_0062052,nan,0
ISIC_0062050,benign,0
ISIC_0062049,benign,0
ISIC_0062048,malignant,1
ISIC_0062047,nan,0
ISIC_0062046,benign,0
ISIC_0062044,benign,0
ISIC_0062043,nan,0
ISIC_0062042,malignant,1
ISIC_0062040,benign,0
ISIC_0062037,malignant,1
ISIC_0062036,nan,0
ISIC_0062034,benign,0
ISIC_0062033,nan,0
ISIC_0062031,malignant,1
ISIC_0062029,malignant,1
ISIC_0062028,benign,0
ISIC_0062027,benign,0
ISIC_0062026,malignant,1
ISIC_0062025,benign,0
ISIC_0062024,nan,0
ISIC_0062021,nan,0
ISIC_0062020,benign,0
ISIC_0062017,nan,0
ISIC_0062016,malignant,1
ISIC_0062015,nan,0
ISIC_0062014,benign,0
ISIC_0062013,nan,0
ISIC_0062009,nan,0
ISIC_0062008,benign,0
ISIC_0062007,nan,0
ISIC_0062006,nan,0
ISIC_0062005,malignant,1
ISIC_0062000,malignant,1
ISIC_0061999,nan,0
ISIC_0061998,nan,0
ISIC_0061997,malignant,1
ISIC_0061996,benign,0
ISIC_0061994,malignant,1
ISIC_0061993,nan,0
ISIC_0061988,nan,0
ISIC_0061987,benign,0
ISIC_0061985,nan,0
ISIC_0061981,benign,0
ISIC_0061980,nan,0
ISIC_0061979,nan,0
ISIC_0061978,nan,0
ISIC_0061975,benign,0
ISIC_0061972,benign,0
ISIC_0061971,malignant,1
ISIC_0061970,benign,0
ISIC_0061968,nan,0
ISIC_0061967,nan,0
ISIC_0061966,benign,0
ISIC_0061964,benign,0
ISIC_0061963,benign,0
ISIC_0061961,benign,0
ISIC_0061960,malignant,1
ISIC_0061959,nan,0
ISIC_0061956,malignant,1
ISIC_0061955,nan,0
ISIC_0061951,benign,0
ISIC_0061950,malignant,1
ISIC_0061947,nan,0
ISIC_0061946,nan,0
ISIC_0061945,malignant,1
ISIC_0061944,malignant,1
ISIC_0061943,benign,0
ISIC_0061941,malignant,1
ISIC_0061940,benign,0
ISIC_0061937,nan,0
ISIC_0061936,malignant,1
ISIC_0061934,nan,0
ISIC_0061932,benign,0
ISIC_0061929,benign,0
ISIC_0061928,malignant,1
ISIC_0061926,malignant,1
ISIC_0061924,nan,0
ISIC_0061923,nan,0
ISIC_0061922,malignant,1
ISIC_0061921,malignant,1
ISIC_0061918,malignant,1
ISIC_0061917,nan,0
ISIC_0061915,malignant,1
ISIC_0061913,benign,0
ISIC_0061911,malignant,1
ISIC_0061909,nan,0
ISIC_0061908,nan,0
ISIC_0061907,nan,0
ISIC_0061906,nan,0
ISIC_0061905,benign,0
ISIC_0061904,nan,0
ISIC_0061903,benign,0
ISIC_0061902,nan,0
ISIC_0061900,malignant,1
ISIC_0061899,nan,0
ISIC_0061896,nan,0
ISIC_0061894,malignant,1
ISIC_0061892,nan,0
ISIC_0061891,nan,0
ISIC_0061889,nan,0
ISIC_0061885,malignant,1
ISIC_0061884,malignant,1
ISIC_0061883,nan,0
ISIC_0061880,malignant,1
ISIC_0061879,nan,0
ISIC_0061878,nan,0
ISIC_0061875,benign,0
ISIC_0061874,nan,0
ISIC_0061873,benign,0
ISIC_0061872,benign,0
ISIC_0061871,nan,0
ISIC_0061870,malignant,1
ISIC_0061869,nan,0
ISIC_0061868,benign,0
ISIC_0061867,nan,0
ISIC_0061866,nan,0
ISIC_0061864,nan,0
ISIC_0061862,nan,0
ISIC_0061861,nan,0
ISIC_0061860,benign,0
ISIC_0061859,benign,0
ISIC_0061858,benign,0
ISIC_0061853,benign,0
ISIC_0061852,benign,0
ISIC_0061850,benign,0
ISIC_0061848,malignant,1
ISIC_0061847,benign,0
ISIC_0061846,benign,0
ISIC_0061844,nan,0
ISIC_0061843,benign,0
ISIC_0061842,benign,0
ISIC_0061841,benign,0
ISIC_0061839,benign,0
ISIC_0061838,benign,0
ISIC_0061837,benign,0
ISIC_0061836,nan,0
ISIC_0061833,malignant,1
ISIC_0061832,nan,0
ISIC_0061831,malignant,1
ISIC_0061830,nan,0
ISIC_0061829,malignant,1
ISIC_0061827,benign,0
ISIC_0061825,malignant,1
ISIC_0061824,nan,0
ISIC_0061821,nan,0
ISIC_0061820,nan,0
ISIC_0061819,nan,0
ISIC_0061818,benign,0
ISIC_0061817,nan,0
ISIC_0061814,nan,0
ISIC_0061812,malignant,1
ISIC_0061808,benign,0
ISIC_0061807,benign,0
ISIC_0061806,malignant,1
ISIC_0061803,benign,0
ISIC_0061802,nan,0
ISIC_0061800,benign,0
ISIC_0061799,malignant,1
ISIC_0061798,malignant,1
ISIC_0061797,benign,0
ISIC_0061796,benign,0
ISIC_0061795,benign,0
ISIC_0061792,benign,0
ISIC_0061791,malignant,1
ISIC_0061789,nan,0
ISIC_0061787,nan,0
ISIC_0061785,nan,0
ISIC_0061784,benign,0
ISIC_0061783,benign,0
ISIC_0061781,nan,0
ISIC_0061778,nan,0
ISIC_0061774,nan,0
ISIC_0061772,benign,0
ISIC_0061770,malignant,1
ISIC_0061767,nan,0
ISIC_0061766,benign,0
ISIC_0061761,malignant,1
ISIC_0061759,nan,0
ISIC_0061758,benign,0
ISIC_0061757,nan,0
ISIC_0061756,malignant,1
ISIC_0061752,nan,0
ISIC_0061751,malignant,1
ISIC_0061749,benign,0
ISIC_0061747,nan,0
ISIC_0061745,benign,0
ISIC_0061742,benign,0
ISIC_0061741,malignant,1
ISIC_0061740,nan,0
ISIC_0061739,nan,0
ISIC_0061738,nan,0
ISIC_0061737,benign,0
ISIC_0061735,malignant,1
ISIC_0061734,benign,0
ISIC_0061733,benign,0
ISIC_0061732,benign,0
ISIC_0061730,nan,0
ISIC_0061729,benign,0
ISIC_0061725,nan,0
ISIC_0061724,benign,0
ISIC_0061723,nan,0
ISIC_0061719,nan,0
ISIC_0061716,benign,0
ISIC_0061715,malignant,1
ISIC_0061714,benign,0
ISIC_0061713,malignant,1
ISIC_0061710,malignant,1
ISIC_0061709,malignant,1
ISIC_0061708,nan,0
ISIC_0061706,benign,0
ISIC_0061705,malignant,1
ISIC_0061704,nan,0
ISIC_0061702,benign,0
ISIC_0061701,malignant,1
ISIC_0061700,nan,0
ISIC_0061699,malignant,1
ISIC_0061698,nan,0
ISIC_0061697,nan,0
ISIC_0061696,nan,0
ISIC_0061692,nan,0
ISIC_0061691,nan,0
ISIC_0061690,nan,0
ISIC_0061689,nan,0
ISIC_0061688,nan,0
ISIC_0061687,nan,0
ISIC_0061686,malignant,1
ISIC_0061685,malignant,1
ISIC_0061684,malignant,1
ISIC_0061683,nan,0
ISIC_0061681,benign,0
ISIC_0061680,malignant,1
ISIC_0061679,nan,0
ISIC_0061676,nan,0
ISIC_0061675,benign,0
ISIC_0061674,nan,0
ISIC_0061673,benign,0
ISIC_0061672,benign,0
ISIC_0061671,nan,0
ISIC_0061670,malignant,1
ISIC_0061668,benign,0
ISIC_0061667,nan,0
ISIC_0061664,malignant,1
ISIC_0061661,nan,0
ISIC_0061660,malignant,1
ISIC_0061658,nan,0
ISIC_0061652,nan,0
ISIC_0061651,benign,0
ISIC_0061650,benign,0
ISIC_0061649,benign,0
ISIC_0061648,benign,0
ISIC_0061647,malignant,1
ISIC_0061646,nan,0
ISIC_0061643,malignant,1
ISIC_0061641,benign,0
ISIC_0061640,nan,0
ISIC_0061639,benign,0
ISIC_0061637,nan,0
ISIC_0061636,malignant,1
ISIC_0061634,benign,0
ISIC_0061632,benign,0
ISIC_0061630,malignant,1
ISIC_0061629,malignant,1
ISIC_0061628,benign,0
ISIC_0061627,benign,0
ISIC_0061626,malignant,1
ISIC_0061625,malignant,1
ISIC_0061624,malignant,1
ISIC_0061623,malignant,1
ISIC_0061621,nan,0
ISIC_0061617,nan,0
ISIC_0061616,benign,0
ISIC_0061615,nan,0
ISIC_0061614,benign,0
ISIC_0061613,nan,0
ISIC_0061612,benign,0
ISIC_0061611,nan,0
ISIC_0061610,nan,0
ISIC_0061607,benign,0
ISIC_0061606,malignant,1
ISIC_0061605,nan,0
ISIC_0061603,nan,0
ISIC_0061601,benign,0
ISIC_0061600,nan,0
ISIC_0061599,nan,0
ISIC_0061596,nan,0
ISIC_0061595,malignant,1
ISIC_0061594,benign,0
ISIC_0061593,nan,0
ISIC_0061590,benign,0
ISIC_0061589,nan,0
ISIC_0061588,nan,0
ISIC_0061587,nan,0
ISIC_0061586,benign,0
ISIC_0061583,malignant,1
ISIC_0061582,nan,0
ISIC_0061581,malignant,1
ISIC_0061580,malignant,1
ISIC_0061577,nan,0
ISIC_0061575,malignant,1
ISIC_0061574,benign,0
ISIC_0061571,nan,0
ISIC_0061567,benign,0
ISIC_0061566,malignant,1
ISIC_0061565,benign,0
ISIC_0061564,benign,0
ISIC_0061563,benign,0
ISIC_0061562,benign,0
ISIC_0061560,benign,0
ISIC_0061559,malignant,1
ISIC_0061558,benign,0
ISIC_0061557,nan,0
ISIC_0061556,malignant,1
ISIC_0061555,nan,0
ISIC_0061554,malignant,1
ISIC_0061553,malignant,1
ISIC_0061551,benign,0
ISIC_0061550,nan,0
ISIC_0061549,malignant,1
ISIC_0061548,nan,0
ISIC_0061546,benign,0
ISIC_0061545,benign,0
ISIC_0061544,malignant,1
ISIC_0061543,nan,0
ISIC_0061541,nan,0
ISIC_0061540,benign,0
ISIC_0061538,benign,0
ISIC_0061536,nan,0
ISIC_0061535,benign,0
ISIC_0061533,malignant,1
ISIC_0061532,malignant,1
ISIC_0061531,malignant,1
ISIC_0061530,benign,0
ISIC_0061526,nan,0
ISIC_0061525,benign,0
ISIC_0061520,malignant,1
ISIC_0061516,malignant,1
ISIC_0061515,nan,0
ISIC_0061513,nan,0
ISIC_0061512,nan,0
ISIC_0061511,nan,0
ISIC_0061509,malignant,1
ISIC_0061508,malignant,1
ISIC_0061506,benign,0
ISIC_0061504,nan,0
ISIC_0061503,nan,0
ISIC_0061502,malignant,1
ISIC_0061501,benign,0
ISIC_0061500,benign,0
ISIC_0061499,nan,0
ISIC_0061497,nan,0
ISIC_0061496,malignant,1
ISIC_0061493,nan,0
ISIC_0061491,malignant,1
ISIC_0061490,nan,0
ISIC_0061488,benign,0
ISIC_0061484,nan,0
ISIC_0061483,nan,0
ISIC_0061481,nan,0
ISIC_0061479,malignant,1
ISIC_0061478,benign,0
ISIC_0061476,nan,0
ISIC_0061475,malignant,1
ISIC_0061474,benign,0
ISIC_0061473,nan,0
ISIC_0061472,benign,0
ISIC_0061471,nan,0
ISIC_0061470,nan,0
ISIC_0061468,benign,0
ISIC_0061465,nan,0
ISIC_0061464,nan,0
ISIC_0061460,benign,0
ISIC_0061457,benign,0
ISIC_0061456,nan,0
ISIC_0061454,malignant,1
ISIC_0061452,benign,0
ISIC_0061451,nan,0
ISIC_0061450,nan,0
ISIC_0061448,malignant,1
ISIC_0061446,malignant,1
ISIC_0061441,malignant,1
ISIC_0061440,nan,0
ISIC_0061438,nan,0
ISIC_0061437,nan,0
ISIC_0061436,nan,0
ISIC_0061430,nan,0
ISIC_0061429,benign,0
ISIC_0061426,nan,0
ISIC_0061423,nan,0
ISIC_0061421,benign,0
ISIC_0061419,nan,0
ISIC_0061418,malignant,1
ISIC_0061416,nan,0
ISIC_0061414,benign,0
ISIC_0061411,malignant,1
ISIC_0061410,nan,0
ISIC_0061409,benign,0
ISIC_0061407,malignant,1
ISIC_0061405,nan,0
ISIC_0061404,malignant,1
ISIC_0061403,benign,0
ISIC_0061402,nan,0
ISIC_0061401,benign,0
ISIC_0061400,nan,0
ISIC_0061398,benign,0
ISIC_0061397,nan,0
ISIC_0061395,benign,0
ISIC_0061391,nan,0
ISIC_0061388,nan,0
ISIC_0061386,nan,0
ISIC_0061385,nan,0
ISIC_0061382,malignant,1
ISIC_0061381,benign,0
ISIC_0061379,malignant,1
ISIC_0061378,malignant,1
ISIC_0061376,nan,0
ISIC_0061372,benign,0
ISIC_0061371,malignant,1
ISIC_0061370,nan,0
ISIC_0061369,malignant,1
ISIC_0061365,nan,0
ISIC_0061363,nan,0
ISIC_0061362,malignant,1
ISIC_0061361,nan,0
ISIC_0061359,malignant,1
ISIC_0061356,nan,0
ISIC_0061355,malignant,1
ISIC_0061354,benign,0
ISIC_0061352,benign,0
ISIC_0061348,nan,0
ISIC_0061346,nan,0
ISIC_0061345,malignant,1
ISIC_0061344,nan,0
ISIC_0061343,benign,0
ISIC_0061341,nan,0
ISIC_0061338,nan,0
ISIC_0061337,nan,0
ISIC_0061336,malignant,1
ISIC_0061335,nan,0
ISIC_0061334,malignant,1
ISIC_0061331,nan,0
ISIC_0061330,benign,0
ISIC_0061329,benign,0
ISIC_0061328,nan,0
ISIC_0061326,benign,0
ISIC_0061325,benign,0
ISIC_0061324,nan,0
ISIC_0061322,nan,0
ISIC_0061321,nan,0
ISIC_0061320,malignant,1
ISIC_0061317,benign,0
ISIC_0061316,nan,0
ISIC_0061315,malignant,1
ISIC_0061313,nan,0
ISIC_0061312,benign,0
ISIC_0061311,nan,0
ISIC_0061309,nan,0
ISIC_0061307,nan,0
ISIC_0061305,nan,0
ISIC_0061304,benign,0
ISIC_0061303,nan,0
ISIC_0061302,benign,0
ISIC_0061301,nan,0
ISIC_0061300,malignant,1
ISIC_0061298,nan,0
ISIC_0061296,benign,0
ISIC_0061295,benign,0
ISIC_0061294,nan,0
ISIC_0061293,malignant,1
ISIC_0061292,benign,0
ISIC_0061291,benign,0
ISIC_0061290,nan,0
ISIC_0061287,nan,0
ISIC_0061286,benign,0
ISIC_0061285,nan,0
ISIC_0061284,nan,0
ISIC_0061282,nan,0
ISIC_0061281,malignant,1
ISIC_0061280,nan,0
ISIC_0061278,malignant,1
ISIC_0061277,nan,0
ISIC_0061276,nan,0
ISIC_0061274,benign,0
ISIC_0061273,benign,0
ISIC_0061272,benign,0
ISIC_0061270,nan,0
ISIC_0061269,benign,0
ISIC_0061266,benign,0
ISIC_0061265,malignant,1
ISIC_0061263,nan,0
ISIC_0061261,malignant,1
ISIC_0061258,benign,0
ISIC_0061257,malignant,1
ISIC_0061254,nan,0
ISIC_0061253,malignant,1
ISIC_0061252,malignant,1
ISIC_0061250,malignant,1
ISIC_0061247,nan,0
ISIC_0061244,malignant,1
ISIC_0061243,nan,0
ISIC_0061242,nan,0
ISIC_0061241,benign,0
ISIC_0061240,nan,0
ISIC_0061239,nan,0
ISIC_0061238,nan,0
ISIC_0061236,benign,0
ISIC_0061235,nan,0
ISIC_0061234,nan,0
ISIC_0061232,nan,0
ISIC_0061231,malignant,1
ISIC_0061230,benign,0
ISIC_0061226,nan,0
ISIC_0061224,malignant,1
ISIC_0061223,benign,0
ISIC_0061221,benign,0
ISIC_0061220,nan,0
ISIC_0061219,benign,0
ISIC_0061216,nan,0
ISIC_0061213,nan,0
ISIC_0061212,benign,0
ISIC_0061209,nan,0
ISIC_0061208,nan,0
ISIC_0061207,nan,0
ISIC_0061206,nan,0
ISIC_0061205,nan,0
ISIC_0061202,nan,0
ISIC_0061199,benign,0
ISIC_0061197,nan,0
ISIC_0061195,malignant,1
ISIC_0061194,malignant,1
ISIC_0061192,nan,0
ISIC_0061189,malignant,1
ISIC_0061188,malignant,1
ISIC_0061186,nan,0
ISIC_0061184,malignant,1
ISIC_0061183,malignant,1
ISIC_0061182,benign,0
ISIC_0061181,nan,0
ISIC_0061180,benign,0
ISIC_0061179,benign,0
ISIC_0061178,nan,0
ISIC_0061177,nan,0
ISIC_0061175,nan,0
ISIC_0061174,nan,0
ISIC_0061173,nan,0
ISIC_0061171,nan,0
ISIC_0061170,nan,0
ISIC_0061169,benign,0
ISIC_0061168,nan,0
ISIC_0061167,nan,0
ISIC_0061165,malignant,1
ISIC_0061164,benign,0
ISIC_0061163,malignant,1
ISIC_0061159,malignant,1
ISIC_0061158,malignant,1
ISIC_0061157,nan,0
ISIC_0061154,nan,0
ISIC_0061152,malignant,1
ISIC_0061149,nan,0
ISIC_0061148,nan,0
ISIC_0061147,benign,0
ISIC_0061143,nan,0
ISIC_0061142,nan,0
ISIC_0061141,malignant,1
ISIC_0061139,malignant,1
ISIC_0061137,benign,0
ISIC_0061135,nan,0
ISIC_0061134,malignant,1
ISIC_0061133,benign,0
ISIC_0061131,malignant,1
ISIC_0061127,malignant,1
ISIC_0061126,benign,0
ISIC_0061125,malignant,1
ISIC_0061124,nan,0
ISIC_0061121,nan,0
ISIC_0061119,nan,0
ISIC_0061117,benign,0
ISIC_0061115,benign,0
ISIC_0061114,nan,0
ISIC_0061112,malignant,1
ISIC_0061111,benign,0
ISIC_0061110,nan,0
ISIC_0061109,benign,0
ISIC_0061108,malignant,1
ISIC_0061105,nan,0
ISIC_0061104,malignant,1
ISIC_0061102,benign,0
ISIC_0061100,nan,0
ISIC_0061099,nan,0
ISIC_0061098,nan,0
ISIC_0061097,nan,0
ISIC_0061096,nan,0
ISIC_0061095,nan,0
ISIC_0061092,malignant,1
ISIC_0061089,nan,0
ISIC_0061088,nan,0
ISIC_0061087,benign,0
ISIC_0061086,malignant,1
ISIC_0061085,malignant,1
ISIC_0061082,benign,0
ISIC_0061081,nan,0
ISIC_0061079,malignant,1
ISIC_0061078,malignant,1
ISIC_0061077,malignant,1
ISIC_0061076,nan,0
ISIC_0061072,benign,0
ISIC_0061070,malignant,1
ISIC_0061069,nan,0
ISIC_0061068,nan,0
ISIC_0061067,malignant,1
ISIC_0061066,malignant,1
ISIC_0061063,nan,0
ISIC_0061062,nan,0
ISIC_0061061,benign,0
ISIC_0061059,nan,0
ISIC_0061058,benign,0
ISIC_0061057,malignant,1
ISIC_0061056,nan,0
ISIC_0061055,nan,0
ISIC_0061054,nan,0
ISIC_0061052,malignant,1
ISIC_0061049,malignant,1
ISIC_0061046,nan,0
ISIC_0061044,nan,0
ISIC_0061041,nan,0
ISIC_0061040,benign,0
ISIC_0061039,nan,0
ISIC_0061037,benign,0
ISIC_0061035,nan,0
ISIC_0061030,nan,0
ISIC_0061029,malignant,1
ISIC_0061026,nan,0
ISIC_0061025,malignant,1
ISIC_0061022,nan,0
ISIC_0061021,malignant,1
ISIC_0061020,nan,0
ISIC_0061018,benign,0
ISIC_0061016,nan,0
ISIC_0061015,benign,0
ISIC_0061014,benign,0
ISIC_0061011,malignant,1
ISIC_0061010,malignant,1
ISIC_0061008,malignant,1
ISIC_0061005,benign,0
ISIC_0061003,malignant,1
ISIC_0061002,malignant,1
ISIC_0061000,malignant,1
ISIC_0060999,malignant,1
ISIC_0060997,benign,0
ISIC_0060995,nan,0
ISIC_0060994,malignant,1
ISIC_0060992,benign,0
ISIC_0060991,nan,0
ISIC_0060990,nan,0
ISIC_0060989,nan,0
ISIC_0060986,benign,0
ISIC_0060984,nan,0
ISIC_0060983,nan,0
ISIC_0060982,benign,0
ISIC_0060981,nan,0
ISIC_0060979,malignant,1
ISIC_0060978,malignant,1
ISIC_0060976,benign,0
ISIC_0060975,malignant,1
ISIC_0060973,nan,0
ISIC_0060972,malignant,1
ISIC_0060968,malignant,1
ISIC_0060967,malignant,1
ISIC_0060966,nan,0
ISIC_0060962,malignant,1
ISIC_0060961,benign,0
ISIC_0060959,benign,0
ISIC_0060956,benign,0
ISIC_0060955,malignant,1
ISIC_0060954,benign,0
ISIC_0060951,benign,0
ISIC_0060950,nan,0
ISIC_0060949,malignant,1
ISIC_0060948,benign,0
ISIC_0060947,nan,0
ISIC_0060946,malignant,1
ISIC_0060945,benign,0
ISIC_0060944,nan,0
ISIC_0060943,benign,0
ISIC_0060940,benign,0
ISIC_0060939,nan,0
ISIC_0060938,benign,0
ISIC_0060937,malignant,1
ISIC_0060936,malignant,1
ISIC_0060935,nan,0
ISIC_0060934,malignant,1
ISIC_0060933,nan,0
ISIC_0060931,nan,0
ISIC_0060930,benign,0
ISIC_0060928,nan,0
ISIC_0060927,nan,0
ISIC_0060926,nan,0
ISIC_0060925,nan,0
ISIC_0060924,benign,0
ISIC_0060923,nan,0
ISIC_0060922,nan,0
ISIC_0060921,benign,0
ISIC_0060920,nan,0
ISIC_0060919,benign,0
ISIC_0060914,nan,0
ISIC_0060912,benign,0
ISIC_0060910,benign,0
ISIC_0060907,benign,0
ISIC_0060906,nan,0
ISIC_0060904,benign,0
ISIC_0060903,nan,0
ISIC_0060902,nan,0
ISIC_0060897,malignant,1
ISIC_0060896,nan,0
ISIC_0060893,malignant,1
ISIC_0060890,nan,0
ISIC_0060887,benign,0
ISIC_0060886,malignant,1
ISIC_0060885,nan,0
ISIC_0060883,malignant,1
ISIC_0060882,benign,0
ISIC_0060881,nan,0
ISIC_0060880,nan,0
ISIC_0060879,nan,0
ISIC_0060878,benign,0
ISIC_0060877,benign,0
ISIC_0060875,nan,0
ISIC_0060874,nan,0
ISIC_0060873,malignant,1
ISIC_0060871,nan,0
ISIC_0060869,benign,0
ISIC_0060868,nan,0
ISIC_0060864,benign,0
ISIC_0060863,benign,0
ISIC_0060862,benign,0
ISIC_0060860,benign,0
ISIC_0060859,nan,0
ISIC_0060858,nan,0
ISIC_0060857,nan,0
ISIC_0060856,nan,0
ISIC_0060855,benign,0
ISIC_0060854,malignant,1
ISIC_0060850,nan,0
ISIC_0060849,benign,0
ISIC_0060848,benign,0
ISIC_0060847,nan,0
ISIC_0060846,benign,0
ISIC_0060845,malignant,1
ISIC_0060844,nan,0
ISIC_0060842,nan,0
ISIC_0060840,benign,0
ISIC_0060839,benign,0
ISIC_0060835,benign,0
ISIC_0060834,malignant,1
ISIC_0060833,nan,0
ISIC_0060832,malignant,1
ISIC_0060830,nan,0
ISIC_0060829,malignant,1
ISIC_0060828,benign,0
ISIC_0060827,malignant,1
ISIC_0060825,nan,0
ISIC_0060824,nan,0
ISIC_0060823,nan,0
ISIC_0060822,benign,0
ISIC_0060821,nan,0
ISIC_0060818,nan,0
ISIC_0060817,malignant,1
ISIC_0060814,nan,0
ISIC_0060813,nan,0
ISIC_0060810,nan,0
ISIC_0060809,nan,0
ISIC_0060808,nan,0
ISIC_0060807,nan,0
ISIC_0060803,nan,0
ISIC_0060800,nan,0
ISIC_0060798,nan,0
ISIC_0060797,nan,0
ISIC_0060795,malignant,1
ISIC_0060794,benign,0
ISIC_0060793,benign,0
ISIC_0060789,nan,0
ISIC_0060787,benign,0
ISIC_0060785,benign,0
ISIC_0060781,benign,0
ISIC_0060780,nan,0
ISIC_0060776,nan,0
ISIC_0060775,nan,0
ISIC_0060774,nan,0
ISIC_0060773,malignant,1
ISIC_0060772,benign,0
ISIC_0060768,benign,0
ISIC_0060764,malignant,1
ISIC_0060762,malignant,1
ISIC_0060761,nan,0
ISIC_0060760,malignant,1
ISIC_0060758,benign,0
ISIC_0060755,nan,0
ISIC_0060753,benign,0
ISIC_0060749,malignant,1
ISIC_0060748,nan,0
ISIC_0060746,benign,0
ISIC_0060745,benign,0
ISIC_0060744,malignant,1
ISIC_0060742,benign,0
ISIC_0060741,malignant,1
ISIC_0060740,nan,0
ISIC_0060739,benign,0
ISIC_0060738,nan,0
ISIC_0060736,malignant,1
ISIC_0060735,nan,0
ISIC_0060732,benign,0
ISIC_0060731,malignant,1
ISIC_0060730,benign,0
ISIC_0060729,nan,0
ISIC_0060728,malignant,1
ISIC_0060724,benign,0
ISIC_0060720,nan,0
ISIC_0060719,benign,0
ISIC_0060718,malignant,1
ISIC_0060717,malignant,1
ISIC_0060716,benign,0
ISIC_0060713,malignant,1
ISIC_0060711,nan,0
ISIC_0060709,benign,0
ISIC_0060707,benign,0
ISIC_0060706,nan,0
ISIC_0060705,benign,0
ISIC_0060704,nan,0
ISIC_0060703,malignant,1
ISIC_0060702,nan,0
ISIC_0060700,malignant,1
ISIC_0060699,nan,0
ISIC_0060698,malignant,1
ISIC_0060697,nan,0
ISIC_0060696,malignant,1
ISIC_0060694,benign,0
ISIC_0060693,malignant,1
ISIC_0060688,benign,0
ISIC_0060687,nan,0
ISIC_0060685,nan,0
ISIC_0060684,nan,0
ISIC_0060683,nan,0
ISIC_0060682,nan,0
ISIC_0060680,nan,0
ISIC_0060679,malignant,1
ISIC_0060678,nan,0
ISIC_0060677,malignant,1
ISIC_0060674,nan,0
ISIC_0060673,nan,0
ISIC_0060672,malignant,1
ISIC_0060671,malignant,1
ISIC_0060670,nan,0
ISIC_0060669,benign,0
ISIC_0060668,benign,0
ISIC_0060667,benign,0
ISIC_0060666,benign,0
ISIC_0060665,malignant,1
ISIC_0060663,nan,0
ISIC_0060662,nan,0
ISIC_0060660,malignant,1
ISIC_0060659,malignant,1
ISIC_0060657,nan,0
ISIC_0060656,malignant,1
ISIC_0060654,malignant,1
ISIC_0060653,malignant,1
ISIC_0060649,benign,0
ISIC_0060648,malignant,1
ISIC_0060646,benign,0
ISIC_0060645,nan,0
ISIC_0060643,nan,0
ISIC_0060642,nan,0
ISIC_0060641,benign,0
ISIC_0060640,nan,0
ISIC_0060639,nan,0
ISIC_0060638,malignant,1
ISIC_0060637,nan,0
ISIC_0060636,nan,0
ISIC_0060635,benign,0
ISIC_0060633,benign,0
ISIC_0060632,benign,0
ISIC_0060630,malignant,1
ISIC_0060629,malignant,1
ISIC_0060628,benign,0
ISIC_0060627,nan,0
ISIC_0060626,benign,0
ISIC_0060625,nan,0
ISIC_0060624,malignant,1
ISIC_0060623,nan,0
ISIC_0060622,nan,0
ISIC_0060621,malignant,1
ISIC_0060620,nan,0
ISIC_0060619,benign,0
ISIC_0060615,nan,0
ISIC_0060614,nan,0
ISIC_0060612,benign,0
ISIC_0060607,benign,0
ISIC_0060606,nan,0
ISIC_0060605,benign,0
ISIC_0060603,nan,0
ISIC_0060602,nan,0
ISIC_0060601,benign,0
ISIC_0060600,nan,0
ISIC_0060599,nan,0
ISIC_0060596,nan,0
ISIC_0060595,benign,0
ISIC_0060594,nan,0
ISIC_0060593,nan,0
ISIC_0060592,benign,0
ISIC_0060591,nan,0
ISIC_0060590,nan,0
ISIC_0060589,malignant,1
ISIC_0060588,nan,0
ISIC_0060586,malignant,1
ISIC_0060585,malignant,1
ISIC_0060582,nan,0
ISIC_0060581,benign,0
ISIC_0060580,nan,0
ISIC_0060579,nan,0
ISIC_0060577,malignant,1
ISIC_0060576,nan,0
ISIC_0060573,benign,0
ISIC_0060572,benign,0
ISIC_0060567,nan,0
ISIC_0060565,nan,0
ISIC_0060560,nan,0
ISIC_0060559,malignant,1
ISIC_0060558,malignant,1
ISIC_0060556,malignant,1
ISIC_0060555,malignant,1
ISIC_0060553,benign,0
ISIC_0060552,benign,0
ISIC_0060551,nan,0
ISIC_0060550,benign,0
ISIC_0060549,nan,0
ISIC_0060546,nan,0
ISIC_0060544,benign,0
ISIC_0060543,benign,0
ISIC_0060542,nan,0
ISIC_0060539,benign,0
ISIC_0060536,benign,0
ISIC_0060535,benign,0
ISIC_0060533,nan,0
ISIC_0060530,benign,0
ISIC_0060529,nan,0
ISIC_0060526,malignant,1
ISIC_0060525,malignant,1
ISIC_0060523,nan,0
ISIC_0060522,nan,0
ISIC_0060521,malignant,1
ISIC_0060520,benign,0
ISIC_0060518,benign,0
ISIC_0060517,benign,0
