id,b_m,malignant,x_sym,y_sym,compact,ap_ratio,rms,coeff_1,coeff_2,coeff_3,mom1_1,mom2_1,mom3_1,mom4_1,mom1_2,mom2_2,mom3_2,mom4_2,mom1_3,mom2_3,mom3_3,mom4_3,pi_sym,pi_bor,pi_col
ISIC_2146346,benign,0,0.069,0.1026,0.7468,48.4989,14.807,0.098,0.098,0.097,152.352,14.932,136.535,78.471,152.341,14.899,133.763,75.324,152.208,14.732,137.283,76.321,-0.335628,-0.60124,1.151219
ISIC_2147549,benign,0,0.1965,0.1071,0.6256,24.9747,24.731,0.176,0.176,0.176,139.974,24.671,124.499,54.465,140.255,24.693,125.637,50.641,140.587,24.745,129.768,53.624,-0.723116,-0.572833,-0.67426
ISIC_2151178,benign,0,0.2104,0.3088,0.6846,12.7652,35.02,0.215,0.215,0.216,162.161,34.851,146.447,77.202,162.224,34.927,146.092,72.819,162.312,35.054,142.291,76.383,0.43467,-1.169566,0.297297
ISIC_2151727,benign,0,0.1585,0.169,0.6977,19.3037,28.886,0.185,0.186,0.185,156.739,29.071,119.76,62.132,156.871,29.103,117.904,63.419,156.976,29.041,118.965,66.977,-1.395027,-0.166863,-0.647405
ISIC_2151846,benign,0,0.1902,0.2104,0.5799,48.634,15.814,0.106,0.106,0.106,149.338,15.769,121.355,59.913,149.294,15.758,120.421,57.96,149.158,15.812,121.19,59.715,-0.108311,0.322214,-0.289667
ISIC_2151856,benign,0,0.1415,0.2785,0.6945,13.8095,20.072,0.13,0.129,0.129,154.655,20.076,121.57,56.378,154.677,19.978,121.014,52.409,154.784,20.023,120.495,51.371,-0.60423,-0.620991,-0.408067
ISIC_2152875,benign,0,0.1054,0.1794,0.6623,42.4222,31.422,0.197,0.197,0.198,158.84,31.257,125.422,56.772,158.944,31.362,122.866,57.151,159.019,31.459,119.205,53.807,0.398918,-1.017533,-0.776004
ISIC_2153301,benign,0,0.1784,0.27,0.6206,16.709,37.412,0.233,0.234,0.234,160.186,37.332,129.212,52.608,160.263,37.456,127.581,52.37,160.299,37.464,126.499,47.922,-0.29286,-0.019609,-0.668292
ISIC_2153401,malignant,1,0.3258,0.3563,0.5757,20.5675,9.74,0.075,0.075,0.075,130.356,9.823,128.416,48.067,130.281,9.739,129.742,49.117,130.345,9.718,131.415,48.354,0.595643,-0.182953,-0.577849
ISIC_2153686,malignant,1,0.4747,0.4903,0.3036,2.2869,12.419,0.092,0.086,0.086,142.001,12.998,147.333,62.614,142.161,12.281,143.624,62.818,142.204,12.215,144.822,63.823,0.215855,0.595063,0.37807
ISIC_2159510,benign,0,0.2054,0.225,0.6642,34.2099,15.092,0.095,0.096,0.096,156.414,14.825,107.247,70.443,157.258,15.086,105.822,69.821,158.092,15.119,114.484,77.158,-0.247023,-0.807739,0.329696
ISIC_2160913,benign,0,0.3423,0.2981,0.6591,11.3067,20.92,0.132,0.132,0.133,157.273,20.735,119.798,59.708,157.359,20.807,120.816,61.62,157.51,20.973,124.52,58.715,0.165313,-0.452438,-0.324782
ISIC_2161819,benign,0,0.3522,0.3879,0.4987,13.7873,31.938,0.198,0.199,0.199,160.149,31.731,118.786,47.808,160.226,31.845,120.143,46.861,160.355,31.99,118.715,48.33,-0.049695,-0.120801,-1.575826
ISIC_2161864,benign,0,0.1352,0.179,0.7145,52.0005,22.908,0.141,0.141,0.14,162.783,22.989,121.41,61.266,162.686,22.883,120.656,58.648,162.709,22.837,117.611,56.449,-0.523532,-0.382074,-0.472467
ISIC_2162728,benign,0,0.106,0.1086,0.7384,36.3679,15.818,0.104,0.103,0.103,153.906,15.957,104.558,56.467,153.908,15.922,107.81,58.072,153.919,15.786,102.288,56.575,0.150835,-0.822948,-0.628404
ISIC_2163734,benign,0,0.1692,0.252,0.6292,58.3706,5.607,0.037,0.037,0.038,147.494,5.446,124.799,52.869,147.343,5.517,125.18,52.124,147.273,5.583,125.186,53.62,0.341057,0.760537,-0.367481
ISIC_2166661,benign,0,0.1469,0.1393,0.5736,59.8246,21.663,0.155,0.154,0.153,140.768,21.858,134.071,59.847,140.99,21.697,135.96,60.841,141.228,21.628,136.042,62.01,-0.502147,-0.277638,-0.831537
ISIC_2166957,benign,0,0.2889,0.3047,0.5218,17.799,25.617,0.16,0.161,0.162,158.165,25.322,129.227,54.678,158.285,25.413,133.681,55.24,158.4,25.646,138.889,51.484,0.622874,-0.832742,0.086054
ISIC_2167209,benign,0,0.2574,0.1809,0.7149,12.0949,24.613,0.154,0.155,0.155,158.494,24.444,122.201,55.932,158.529,24.537,125.447,56.204,158.589,24.586,128.774,57.269,-0.215632,-0.654905,-0.250581
ISIC_2171940,benign,0,0.2927,0.2426,0.6483,23.9548,31.404,0.197,0.197,0.198,158.689,31.274,129.155,64.402,158.829,31.34,128.875,67.249,158.916,31.444,129.967,67.656,-0.103574,-0.666815,0.067997
ISIC_2173158,benign,0,0.2292,0.1843,0.682,18.3004,24.596,0.162,0.161,0.161,152.315,24.612,128.139,67.306,152.411,24.504,126.966,64.522,152.54,24.544,126.74,65.951,-0.384699,-0.123681,-0.020607
ISIC_2175855,benign,0,0.3097,0.2235,0.6346,23.14,24.298,0.157,0.158,0.158,154.068,24.243,117.873,61.064,154.161,24.286,117.717,57.052,154.145,24.297,119.866,58.513,-0.305059,-0.388722,0.623721
ISIC_2177748,benign,0,0.4741,0.4456,0.2852,21.4913,6.921,0.046,0.045,0.045,151.564,7.007,115.165,74.206,151.507,6.879,113.902,74.794,151.443,6.866,114.0,73.736,0.343455,-0.557888,-0.531746
ISIC_2178032,benign,0,0.2143,0.2604,0.4792,21.971,21.226,0.138,0.138,0.137,154.829,21.382,116.013,52.138,154.769,21.292,115.258,50.855,154.717,21.204,115.588,50.795,1.029387,-0.231739,-0.565277
ISIC_2178689,benign,0,0.2083,0.1912,0.6586,30.4504,22.265,0.136,0.137,0.137,163.185,22.256,122.829,54.939,163.267,22.353,121.294,56.44,163.177,22.302,122.271,58.941,0.020547,-0.742852,-0.784659
ISIC_2183722,benign,0,0.2402,0.1253,0.6678,21.1817,16.514,0.117,0.118,0.119,139.428,16.347,112.51,68.093,139.525,16.441,111.879,65.891,139.66,16.567,106.788,66.871,0.103864,0.066768,-0.915799
ISIC_2192973,benign,0,0.2477,0.171,0.6316,24.4815,21.832,0.141,0.14,0.14,156.247,22.001,117.622,62.347,156.143,21.847,118.337,66.208,156.219,21.846,120.224,65.397,-0.071669,-0.273895,-0.517012
ISIC_2193761,benign,0,0.1063,0.1972,0.6668,14.6681,23.196,0.146,0.147,0.147,157.733,23.045,122.484,65.616,157.835,23.184,122.835,64.68,157.924,23.233,120.367,72.831,0.256514,-1.188167,-0.195057
ISIC_2196127,benign,0,0.1669,0.1373,0.6791,20.5351,21.612,0.138,0.137,0.137,157.882,21.75,97.641,66.889,157.852,21.67,97.816,64.193,157.821,21.578,93.503,61.615,0.056637,-1.124652,-0.959937
ISIC_2197722,benign,0,0.1967,0.1978,0.4394,43.7425,29.916,0.199,0.2,0.204,147.505,29.414,118.422,64.339,148.617,29.71,120.303,60.066,149.086,30.444,117.527,62.527,-0.560557,0.158934,0.144666
ISIC_2198823,malignant,1,1.5241,0.4639,0.1422,2.5311,20.639,0.156,0.152,0.149,136.46,21.262,133.909,69.806,136.895,20.782,134.238,73.294,137.193,20.469,132.627,74.201,0.376597,0.660853,0.128798
ISIC_2200197,malignant,1,0.8507,0.6099,0.3264,19.7342,16.04,0.123,0.123,0.122,130.679,16.133,112.442,56.623,130.726,16.062,111.708,57.205,130.796,16.021,111.837,57.072,1.276181,0.616342,0.797803
ISIC_2200924,benign,0,0.2209,0.2513,0.686,23.1532,24.982,0.171,0.171,0.171,145.365,24.855,108.866,52.113,145.471,24.85,106.444,51.332,145.615,24.951,104.26,56.989,0.98025,0.331972,0.298264
ISIC_2202486,benign,0,0.148,0.127,0.6982,26.3935,13.082,0.085,0.085,0.084,155.012,13.172,128.505,78.18,154.999,13.111,130.564,77.669,154.898,13.028,132.277,77.442,-0.597902,-0.438436,-0.429855
ISIC_2203239,benign,0,0.2214,0.3443,0.4847,27.5624,39.661,0.245,0.248,0.25,159.187,38.948,124.57,53.356,159.849,39.718,125.751,54.737,159.963,40.016,125.469,53.174,-0.517662,0.675992,-0.534852
ISIC_2203247,benign,0,0.1578,0.1255,0.7552,30.6473,10.689,0.072,0.072,0.071,149.941,10.812,146.176,81.8,149.952,10.764,144.545,79.85,149.896,10.633,147.479,82.084,-0.599512,-0.884955,-0.459921
ISIC_2206284,malignant,1,0.9984,0.86,0.1538,2.5376,25.014,0.191,0.19,0.189,131.652,25.135,137.801,59.464,131.902,25.046,136.497,58.554,132.266,25.017,135.526,59.664,-0.074609,-0.326418,0.199922
ISIC_2208006,benign,0,0.254,0.1844,0.6805,32.4637,15.448,0.098,0.102,0.106,147.306,14.413,138.741,77.845,147.439,15.091,143.536,75.706,148.001,15.731,131.016,82.523,-0.222519,0.506981,0.431959
ISIC_2209697,benign,0,0.1603,0.1665,0.6378,17.8075,35.044,0.221,0.221,0.221,158.264,34.954,145.308,68.282,158.371,35.023,148.872,66.582,158.401,35.059,145.102,68.32,-0.488248,-0.813127,-0.390586
ISIC_2211136,benign,0,0.2301,0.1679,0.8105,10.5479,25.376,0.195,0.193,0.192,131.734,25.661,124.276,50.882,131.956,25.497,123.514,51.331,132.249,25.329,124.555,53.132,0.071567,-0.379756,0.290327
ISIC_2212473,malignant,1,0.2275,0.206,0.3725,36.8426,19.587,0.139,0.143,0.141,139.781,19.414,120.725,53.945,139.325,19.892,119.046,53.912,139.557,19.69,112.712,53.475,0.028224,-0.170015,0.776145
ISIC_2214766,benign,0,0.0845,0.11,0.7081,34.0731,14.55,0.096,0.095,0.094,153.645,14.689,93.307,63.112,153.583,14.613,91.292,64.01,153.521,14.501,95.178,66.415,-1.193704,-0.796995,0.606752
ISIC_2215276,benign,0,0.1356,0.1002,0.6177,51.2998,18.936,0.124,0.124,0.123,153.376,19.052,115.708,60.058,153.318,18.981,116.502,61.399,153.265,18.888,115.045,61.593,0.431632,0.687769,0.534054
ISIC_2219050,benign,0,0.1405,0.1373,0.6487,27.3752,41.381,0.255,0.256,0.256,161.479,41.198,127.013,57.294,161.551,41.308,127.023,56.849,161.553,41.358,130.771,59.835,0.141409,1.141608,0.139119
ISIC_2221217,malignant,1,0.7324,0.4486,0.3628,21.2053,53.923,0.334,0.332,0.331,163.81,54.77,96.753,15.812,163.066,54.205,97.164,16.214,162.369,53.68,97.247,16.403,0.562906,0.852729,0.927233
ISIC_2222091,benign,0,0.1688,0.1844,0.7104,14.5099,20.82,0.158,0.152,0.148,136.587,21.592,130.691,63.958,137.131,20.851,129.346,65.525,137.553,20.412,129.411,67.205,-0.114218,0.282198,0.680837
ISIC_2222879,benign,0,0.2182,0.2152,0.7305,21.334,34.45,0.212,0.212,0.213,161.663,34.252,123.636,60.88,161.758,34.363,123.22,62.204,161.877,34.496,125.269,61.326,-0.347987,-0.042,-1.115064
ISIC_2225927,benign,0,0.1217,0.153,0.7378,46.8441,9.29,0.063,0.063,0.063,148.96,9.459,127.473,63.202,148.943,9.413,128.912,64.701,148.867,9.322,123.084,61.926,0.143059,0.478584,0.060259
ISIC_2226940,benign,0,0.1674,0.2834,0.5102,33.7808,17.657,0.108,0.109,0.111,159.189,17.156,122.61,68.316,160.145,17.424,120.488,68.826,160.896,17.866,113.561,70.249,0.311701,-0.528506,0.234532
ISIC_2228511,benign,0,0.3151,0.3605,0.3514,16.0088,36.325,0.227,0.228,0.229,159.008,36.138,132.285,58.549,159.051,36.213,133.106,59.057,159.113,36.375,135.788,61.239,0.056679,-0.100085,0.004784
ISIC_2231191,benign,0,0.2949,0.3426,0.5176,16.197,20.669,0.13,0.13,0.131,157.8,20.496,116.331,62.085,157.839,20.552,116.068,60.729,157.881,20.693,118.166,61.92,-0.196679,-0.581968,-0.425492
ISIC_2232442,malignant,1,0.2558,0.359,0.495,54.2314,27.061,0.165,0.168,0.169,160.803,26.59,112.912,54.361,161.255,27.072,112.507,55.316,161.354,27.316,100.559,53.116,0.468333,0.379642,-0.941101
ISIC_2232883,benign,0,0.1177,0.0871,0.7329,42.462,33.634,0.215,0.215,0.216,155.897,33.455,115.49,64.6,156.132,33.609,120.773,67.751,156.286,33.786,118.139,66.505,-0.187005,0.278655,-0.228403
ISIC_2234076,benign,0,0.1352,0.1345,0.736,25.44,32.87,0.207,0.207,0.208,158.226,32.753,130.424,38.308,158.286,32.834,130.714,42.187,158.236,32.911,132.337,43.339,0.307342,-0.644623,-0.873169
ISIC_2238901,benign,0,0.2012,0.2281,0.5674,20.0051,21.797,0.16,0.157,0.155,138.98,22.273,133.835,62.673,139.383,21.883,133.229,63.801,139.765,21.654,126.842,62.542,-0.255507,-0.110254,-0.718915
ISIC_2241388,benign,0,0.3018,0.2048,0.4589,39.9289,11.445,0.078,0.079,0.08,144.201,11.305,112.794,58.656,144.145,11.4,111.555,57.592,144.206,11.489,111.219,62.493,0.617254,-0.16027,0.236626
ISIC_2241755,benign,0,0.16,0.2087,0.633,19.0785,26.871,0.181,0.181,0.181,148.096,26.779,123.02,40.399,148.298,26.857,122.96,40.477,148.497,26.923,125.484,41.782,0.371431,-0.325657,-0.270597
ISIC_2244564,benign,0,0.2803,0.2871,0.5,20.8779,27.814,0.179,0.182,0.181,154.43,27.685,130.664,62.784,154.039,28.041,131.237,64.573,154.387,27.962,135.717,68.021,0.160638,0.676776,-0.930244
ISIC_2245069,benign,0,0.1462,0.249,0.6468,39.3502,28.522,0.196,0.194,0.194,148.312,28.999,115.003,50.892,147.87,28.711,115.671,51.212,146.329,28.436,119.128,51.481,0.166466,-0.066083,-0.060166
ISIC_2245325,benign,0,0.2038,0.1995,0.5684,24.127,28.649,0.181,0.181,0.182,157.435,28.543,117.6,57.758,157.421,28.525,116.312,56.656,157.347,28.59,118.648,55.904,-0.496543,-0.711972,0.44753
ISIC_2245709,benign,0,0.0906,0.1202,0.7348,19.0625,28.144,0.183,0.184,0.184,152.864,27.962,89.46,55.014,152.969,28.097,90.528,53.567,153.015,28.19,89.205,53.132,-0.134047,0.419472,0.404952
ISIC_2246150,benign,0,0.1964,0.2895,0.7005,33.9586,17.538,0.128,0.128,0.129,136.391,17.441,106.215,55.807,136.413,17.491,105.967,55.996,136.458,17.553,102.127,58.704,0.096172,-0.321609,0.02922
ISIC_2252958,benign,0,0.309,0.3563,0.6313,15.7546,28.804,0.181,0.182,0.182,158.333,28.58,101.092,68.688,158.469,28.802,101.389,68.907,158.557,28.871,97.539,68.932,-0.74558,0.462218,0.346677
ISIC_2253931,benign,0,0.1594,0.1825,0.6522,26.3024,29.252,0.183,0.183,0.184,158.992,29.032,109.286,66.821,159.104,29.193,108.437,66.907,159.2,29.326,105.551,68.654,0.326826,-0.386466,-1.045868
ISIC_2255411,malignant,1,0.2688,0.1885,0.5607,30.3749,12.213,0.082,0.081,0.083,146.835,12.11,129.016,82.868,146.923,11.959,130.012,82.913,146.817,12.113,131.488,83.334,-0.203343,0.173718,0.332077
ISIC_2256461,benign,0,0.118,0.1089,0.7089,19.6532,37.17,0.233,0.234,0.234,158.913,37.024,132.792,61.992,159.03,37.153,134.77,61.134,159.058,37.225,137.718,59.67,-0.544827,-0.521201,-0.827561
ISIC_2259190,benign,0,0.154,0.1104,0.7954,21.066,39.258,0.241,0.241,0.242,162.564,39.155,118.691,55.092,162.583,39.184,121.158,57.097,162.662,39.289,118.408,59.596,-0.388411,-0.947169,-0.723651
ISIC_2259861,benign,0,0.3569,0.3942,0.5103,20.5532,25.899,0.188,0.187,0.187,137.993,25.91,106.704,61.009,138.257,25.892,106.337,60.549,138.475,25.946,103.502,61.37,1.074356,0.047817,0.647625
ISIC_2260249,benign,0,0.116,0.0804,0.7386,43.1999,14.101,0.094,0.093,0.093,152.204,14.243,141.864,71.256,152.068,14.112,141.563,71.088,151.969,14.06,140.71,70.018,-0.419277,-0.544865,-0.036004
ISIC_2266011,benign,0,0.6726,0.4316,0.3849,18.1738,17.47,0.112,0.112,0.113,154.242,17.316,124.66,68.368,154.163,17.29,122.533,64.624,154.374,17.472,118.6,67.726,0.810164,0.293209,-0.602656
ISIC_2266312,benign,0,0.1504,0.1703,0.4579,26.13,28.771,0.193,0.194,0.194,148.142,28.57,113.221,51.857,148.229,28.696,109.462,51.524,148.366,28.832,112.549,55.072,0.685029,0.401351,0.035179
ISIC_2266715,benign,0,0.1675,0.3202,0.6869,20.4959,36.804,0.226,0.227,0.228,161.519,36.578,117.321,48.807,161.605,36.704,116.665,47.362,161.687,36.87,115.79,48.045,0.252427,-0.608349,-0.668623
ISIC_2266857,benign,0,0.1738,0.2608,0.5363,42.5196,24.443,0.157,0.157,0.158,155.054,24.366,104.613,54.992,155.086,24.413,105.732,54.721,155.13,24.465,106.326,56.021,-0.097459,0.923339,-0.412378
ISIC_2268341,malignant,1,0.4549,0.3742,0.2049,12.3961,8.883,0.062,0.065,0.066,137.419,8.54,138.844,57.673,137.139,8.848,137.886,53.286,137.24,9.013,141.949,54.585,1.313372,0.367916,-0.115833
ISIC_2271767,malignant,1,0.6673,0.7699,0.1264,10.8076,19.475,0.125,0.124,0.123,157.837,19.767,120.787,60.506,157.837,19.625,123.671,60.379,157.86,19.424,118.051,59.551,0.610962,-0.056196,-0.529903
ISIC_2272218,malignant,1,0.0811,0.2228,0.7563,32.5731,20.139,0.131,0.131,0.13,154.275,20.268,121.349,60.75,154.265,20.254,120.244,60.641,154.281,20.128,120.467,59.194,0.598952,-0.329462,0.143479
ISIC_2275181,benign,0,0.1684,0.1733,0.7192,15.1263,17.827,0.116,0.116,0.116,152.829,17.751,120.988,52.554,152.796,17.741,122.872,53.603,152.795,17.747,123.186,57.877,-1.116079,-0.509524,-0.2621
ISIC_2276141,benign,0,0.1143,0.1135,0.7062,23.7162,27.935,0.179,0.18,0.182,153.466,27.498,132.708,61.659,153.561,27.657,132.141,62.296,153.87,28.0,127.841,60.715,0.050954,0.295053,0.143693
ISIC_2279679,benign,0,0.1668,0.1361,0.7708,26.8859,7.861,0.053,0.053,0.053,148.092,7.904,122.588,70.669,148.03,7.832,122.672,69.618,147.882,7.818,122.499,71.568,-0.604562,-0.309651,-0.620532
ISIC_2283509,malignant,1,0.1615,0.1592,0.3794,46.8338,20.579,0.151,0.149,0.148,137.896,20.844,121.692,63.438,138.139,20.579,122.671,65.078,138.434,20.487,123.584,66.249,0.400903,0.311317,-0.168349
ISIC_2283628,benign,0,0.1568,0.1997,0.6147,43.5816,13.796,0.092,0.091,0.09,152.234,13.938,132.061,86.16,152.171,13.82,134.646,87.926,152.163,13.707,136.858,83.449,1.083038,0.815818,-0.765127
ISIC_2286175,benign,0,0.103,0.1191,0.7271,17.9854,18.838,0.124,0.124,0.123,152.715,18.987,109.998,64.178,152.622,18.86,111.273,60.276,152.56,18.813,110.525,62.223,-0.439573,-1.360624,-0.494074
ISIC_2287083,benign,0,0.1494,0.2115,0.6452,22.3369,27.379,0.173,0.174,0.174,157.654,27.241,121.692,51.529,157.746,27.398,117.255,52.074,157.801,27.457,116.949,53.512,-1.061642,0.244044,-0.162163
ISIC_2287151,benign,0,0.4527,0.4308,0.4163,13.6899,29.774,0.193,0.187,0.187,157.206,30.318,108.94,54.796,157.809,29.46,111.889,51.892,158.083,29.516,112.513,50.544,-0.072659,1.052124,-0.000864
ISIC_2291059,benign,0,0.1502,0.3024,0.6029,31.9097,36.371,0.229,0.23,0.23,157.949,36.218,115.66,68.015,158.049,36.34,114.878,64.658,158.118,36.423,115.613,62.894,0.183136,-0.084564,-1.079221
ISIC_2293230,benign,0,0.0855,0.0828,0.766,28.0368,38.872,0.237,0.237,0.238,163.4,38.736,125.512,79.545,163.477,38.808,125.507,80.914,163.574,38.896,129.492,88.77,-0.918564,0.152217,-0.101166
ISIC_2294790,benign,0,0.0811,0.1672,0.7388,41.0444,22.764,0.146,0.146,0.145,156.582,22.898,120.852,64.259,156.624,22.934,125.363,65.219,156.697,22.706,123.562,61.346,0.114355,-0.2503,0.165807
ISIC_2298440,benign,0,0.4448,0.2156,0.5427,31.1333,15.189,0.103,0.104,0.104,147.434,15.199,122.963,74.061,147.445,15.266,121.228,72.393,147.521,15.329,124.567,72.184,0.517048,0.596403,-0.561064
ISIC_2299749,benign,0,0.1546,0.1365,0.7209,27.3217,23.578,0.165,0.164,0.163,144.221,23.765,62.118,31.02,144.302,23.66,61.267,31.383,144.4,23.529,65.053,31.487,-0.932451,-0.348939,0.375571
ISIC_2299862,benign,0,0.1336,0.1453,0.8131,14.5957,31.372,0.196,0.196,0.197,159.023,31.205,143.991,76.599,159.081,31.237,141.611,75.279,159.187,31.372,140.986,78.244,-0.642528,-0.541026,-0.868978
ISIC_2304753,benign,0,0.1076,0.0757,0.672,44.9304,30.417,0.191,0.191,0.192,158.645,30.294,106.04,46.868,158.717,30.381,106.454,48.234,158.764,30.464,104.021,46.318,-0.303127,0.289545,-0.467786
ISIC_2307760,benign,0,0.2085,0.2675,0.4946,25.6198,36.58,0.225,0.226,0.226,161.895,36.493,123.196,46.722,161.962,36.537,123.68,45.967,162.017,36.583,119.251,46.526,0.612496,-1.32742,-0.138531
ISIC_2309744,malignant,1,0.2694,0.3007,0.4106,23.0084,9.239,0.065,0.063,0.064,141.66,9.262,123.693,56.47,141.769,8.97,123.818,59.85,141.77,9.063,123.839,59.635,1.443313,0.406795,0.170646
ISIC_2310935,malignant,1,0.1994,0.144,0.5957,23.6762,28.85,0.206,0.204,0.202,141.868,29.236,128.939,55.597,142.048,28.921,127.067,55.867,142.338,28.702,120.999,55.482,1.359697,0.847752,0.522178
ISIC_2311665,malignant,1,0.1934,0.3246,0.4449,40.9258,16.462,0.103,0.104,0.107,155.435,15.993,117.72,73.884,155.702,16.133,118.68,74.884,155.785,16.593,116.064,71.454,0.092772,0.654552,0.533314
ISIC_2312766,benign,0,0.1112,0.1113,0.6655,44.7282,37.512,0.238,0.238,0.238,157.553,37.511,106.273,59.534,157.55,37.51,102.499,57.133,157.661,37.539,103.092,57.967,-0.271384,-0.093018,-0.364913
ISIC_2316159,benign,0,0.3325,0.3891,0.6105,9.4043,34.382,0.212,0.212,0.213,161.524,34.253,128.624,50.383,161.568,34.289,130.665,50.484,161.633,34.401,127.405,49.507,-0.05172,-0.591632,-0.41289
ISIC_2320481,malignant,1,0.3943,0.4828,0.3997,33.397,17.875,0.121,0.122,0.123,146.036,17.623,111.706,64.291,145.865,17.811,113.576,63.978,145.745,17.929,110.473,66.986,0.028976,0.713849,-0.288193
ISIC_2321671,benign,0,0.2275,0.1585,0.7212,28.4383,20.322,0.128,0.128,0.127,158.972,20.382,119.781,69.171,158.906,20.339,126.561,71.368,158.805,20.207,122.816,67.936,0.70581,-0.828597,-0.261683
ISIC_2323082,benign,0,0.199,0.1861,0.6611,32.0876,17.18,0.116,0.115,0.114,150.589,17.411,127.223,62.337,150.439,17.298,124.725,61.079,150.281,17.08,125.447,66.324,-0.587116,-1.070067,-0.195643
ISIC_2324728,benign,0,0.2319,0.1358,0.7016,12.9945,29.894,0.188,0.189,0.19,158.032,29.686,145.165,57.857,158.208,29.929,143.629,58.81,158.324,30.009,137.133,62.454,-0.786532,-0.55135,-1.862406
ISIC_2328829,benign,0,0.0925,0.1024,0.6537,29.549,16.111,0.11,0.11,0.11,147.046,16.218,126.135,68.318,146.837,16.211,125.29,67.453,146.754,16.075,124.296,66.754,-0.547313,-0.800893,-0.097466
ISIC_2331656,benign,0,1.1913,1.345,0.108,2.9915,35.061,0.219,0.219,0.219,159.924,34.995,117.573,42.681,159.938,35.03,116.38,42.835,160.013,35.098,115.021,42.553,0.058928,0.260721,-0.789734
ISIC_2332127,benign,0,0.1567,0.1915,0.7465,28.8817,36.372,0.228,0.229,0.229,158.883,36.161,133.32,47.148,159.044,36.385,134.887,45.495,159.119,36.466,130.882,52.146,-0.003603,-0.253646,-0.376601
ISIC_2333274,benign,0,0.4234,0.3345,0.6374,15.9016,29.351,0.182,0.183,0.183,160.13,29.187,121.814,68.84,160.223,29.264,120.895,68.287,160.326,29.37,122.855,71.066,0.647614,0.414222,0.035254
ISIC_2337650,benign,0,0.1714,0.1755,0.6842,34.9634,26.637,0.18,0.18,0.18,147.87,26.578,89.631,49.708,147.952,26.687,90.596,49.377,147.975,26.702,84.485,49.261,0.415261,-0.264481,0.590243
ISIC_2337786,benign,0,0.123,0.137,0.7526,43.5998,31.804,0.198,0.192,0.191,163.996,32.552,138.905,82.859,164.197,31.523,143.576,92.596,165.321,31.51,152.674,79.756,0.337721,-0.735441,-0.253133
ISIC_2341100,benign,0,0.3335,0.5633,0.4463,11.5903,13.375,0.084,0.085,0.086,155.287,13.0,113.331,67.665,155.229,13.127,111.766,66.222,155.224,13.412,112.941,63.823,0.624926,0.725766,0.618763
ISIC_2341875,malignant,1,0.4302,0.4944,0.3332,18.6628,54.862,0.334,0.332,0.33,166.353,55.574,97.987,7.693,166.026,55.172,99.439,10.855,165.721,54.732,101.814,10.68,0.183503,0.753451,0.343046
ISIC_2345504,benign,0,0.0874,0.0796,0.7241,37.5124,15.443,0.103,0.102,0.102,151.201,15.534,123.005,65.121,151.145,15.456,121.436,66.437,151.121,15.397,120.217,64.201,-0.794058,-0.422937,-0.29048
ISIC_2349743,benign,0,0.1323,0.1557,0.6592,23.7546,32.849,0.202,0.202,0.204,161.429,32.55,132.544,70.329,161.523,32.706,129.609,70.234,161.655,32.951,129.992,67.31,0.144126,0.16475,0.096318
ISIC_2349994,benign,0,0.2136,0.2617,0.6279,18.7901,21.69,0.148,0.147,0.146,148.287,21.897,122.786,70.902,148.427,21.813,123.52,72.733,148.435,21.637,122.272,72.969,0.123934,-0.107639,0.741346
ISIC_2354070,benign,0,0.1898,0.2476,0.6994,24.0542,33.046,0.205,0.206,0.207,159.93,32.835,141.775,71.763,160.021,32.991,140.224,71.529,160.027,33.105,140.143,65.107,0.298222,0.748003,-0.717166
ISIC_2355374,benign,0,0.1913,0.1661,0.6522,23.8304,17.42,0.109,0.11,0.111,157.869,17.245,115.288,51.617,158.053,17.372,113.038,50.182,158.071,17.482,114.281,51.382,-0.558352,-0.792871,-0.106969
ISIC_2355513,benign,0,0.1947,0.2096,0.526,21.2666,26.052,0.166,0.165,0.165,157.817,26.122,127.865,60.775,157.936,26.099,128.108,60.658,158.025,26.083,131.505,62.728,1.132736,1.090004,-0.75432
ISIC_2364150,malignant,1,0.1775,0.2367,0.2266,2.2572,21.756,0.152,0.151,0.15,144.955,22.073,132.204,70.149,144.973,21.86,131.044,69.078,145.093,21.704,126.109,68.277,0.013525,0.607307,0.294474
ISIC_2365588,benign,0,0.113,0.0625,0.7686,25.0438,23.418,0.146,0.145,0.144,161.749,23.562,111.067,72.365,161.711,23.472,109.828,74.23,161.641,23.353,110.898,70.444,-0.096412,-0.417492,-0.223926
ISIC_2366172,benign,0,0.096,0.1606,0.8143,12.2891,27.636,0.177,0.178,0.179,154.48,27.366,112.762,49.04,154.585,27.493,113.353,49.577,154.681,27.735,114.314,51.931,0.696761,-1.60594,0.364175
ISIC_2366652,benign,0,0.362,0.2613,0.5999,20.0165,20.283,0.133,0.134,0.133,152.643,20.31,131.618,63.41,152.642,20.461,137.13,69.409,152.59,20.318,130.422,66.217,0.735851,0.364778,0.123613
ISIC_2366727,benign,0,0.2913,0.1533,0.5952,27.6108,30.784,0.199,0.199,0.199,154.49,30.682,126.788,40.452,154.618,30.787,126.434,39.773,154.72,30.821,130.784,42.605,-0.265405,-0.897814,-0.18142
ISIC_2371495,benign,0,0.2209,0.2818,0.6363,24.5815,37.125,0.228,0.228,0.229,162.248,37.017,122.648,74.221,162.283,37.078,122.835,76.518,162.329,37.135,120.207,72.921,-0.295852,-1.83601,-0.700251
