id,b_m,malignant,x_sym,y_sym,compact,ap_ratio,rms,coeff_1,coeff_2,coeff_3,mom1_1,mom2_1,mom3_1,mom4_1,mom1_2,mom2_2,mom3_2,mom4_2,mom1_3,mom2_3,mom3_3,mom4_3,pi_sym,pi_bor,pi_col
ISIC_1226882,benign,0,0.1029,0.2109,0.6746,16.2759,37.685,0.255,0.255,0.254,147.623,37.711,117.252,56.005,147.767,37.717,115.97,58.211,147.93,37.636,115.887,56.895,0.3715528074346542,-0.7437478502701496,-0.7199001727136436
ISIC_1228845,benign,0,0.1642,0.1585,0.5882,54.7679,19.744,0.129,0.129,0.131,151.349,19.502,121.983,60.466,151.451,19.552,118.876,58.154,151.523,19.775,114.152,58.35,-0.8386035218662272,0.2770659344684257,0.0960387177547668
ISIC_1231419,malignant,1,0.1489,0.1471,0.6828,33.28,9.284,0.067,0.067,0.065,140.694,9.472,154.703,64.469,140.598,9.394,154.322,66.156,140.516,9.203,153.037,66.062,-0.0580257046714673,-0.7124027972354754,0.3719737114742911
ISIC_1231722,benign,0,0.1783,0.1372,0.7395,19.3585,31.822,0.198,0.198,0.198,160.57,31.744,134.704,62.46,160.598,31.798,133.165,60.587,160.627,31.878,128.994,60.826,-0.0674365811528865,-0.3288010538733362,0.3757252438527585
ISIC_1233104,benign,0,0.385,0.216,0.3761,2.3048,19.488,0.154,0.15,0.148,130.593,20.049,124.326,50.347,130.783,19.585,124.589,50.602,130.915,19.385,126.774,52.49,-0.8856899178393457,-1.1903131706835868,-0.8022149865267544
ISIC_1234463,benign,0,0.1841,0.2767,0.6595,18.097,20.614,0.129,0.13,0.131,157.946,20.372,118.986,60.785,158.055,20.509,118.198,60.603,158.044,20.648,122.009,61.508,-0.2046658197180088,-1.1450360947247324,-0.9543756979111568
ISIC_1241817,malignant,1,1.1047,1.1571,0.1858,3.1606,28.946,0.21,0.21,0.209,137.943,29.034,130.281,65.544,138.164,28.948,128.542,67.389,138.411,28.941,122.882,69.71,0.8345422969075986,1.01309388434443,-0.1536004766819712
ISIC_1247683,malignant,1,0.483,0.4597,0.448,38.9282,32.203,0.202,0.202,0.201,160.37,32.353,124.902,64.847,160.402,32.396,125.103,59.849,160.371,32.159,119.716,59.362,1.5702813729098637,0.9212652806192184,0.2926419128841721
ISIC_1251639,benign,0,0.2109,0.0985,0.6995,54.5758,20.596,0.138,0.137,0.137,149.572,20.686,98.779,61.667,149.6,20.555,103.231,63.439,149.59,20.517,97.137,60.111,-0.5086323311343484,0.1213718586473291,-0.6098018156457494
ISIC_1251811,benign,0,0.1032,0.0991,0.7659,55.5861,6.513,0.046,0.045,0.045,144.297,6.571,131.444,70.639,144.286,6.444,131.785,70.681,144.268,6.453,133.402,69.139,-0.6794102209342769,-0.7035470844919492,-0.1513297394224622
ISIC_1253960,benign,0,0.1225,0.1454,0.6965,18.4411,36.818,0.225,0.225,0.225,163.201,36.694,138.403,65.596,163.224,36.719,137.23,66.357,163.266,36.809,143.066,67.92,-0.6515702643747434,-0.5740156056030724,-1.0232439520466294
ISIC_1254469,malignant,1,0.7636,0.4793,0.1551,2.5238,23.54,0.177,0.174,0.173,134.99,23.952,147.094,63.305,135.266,23.59,148.384,62.945,135.674,23.427,147.835,66.243,-1.0103403743290518,-0.8231760770331785,-0.8700511901947987
ISIC_1258763,benign,0,0.1638,0.1251,0.6808,34.778,30.826,0.194,0.195,0.196,158.025,30.61,107.593,31.88,158.169,30.851,110.778,32.34,158.201,30.988,107.648,33.944,0.0339906816361373,-0.2561307898141243,0.0603913124071272
ISIC_1258986,benign,0,0.327,0.1445,0.3025,2.2985,15.609,0.116,0.113,0.112,138.669,16.047,132.234,54.611,138.755,15.726,130.841,53.224,138.843,15.555,126.432,52.985,0.4775629301627269,-0.9159259992668974,-1.264512568056258
ISIC_1260545,benign,0,0.2076,0.1925,0.6701,27.951,13.369,0.09,0.09,0.088,150.755,13.555,141.668,76.848,150.802,13.533,141.418,75.329,150.708,13.322,140.02,75.544,0.8588304256351745,-0.3133832427830008,-0.3362246316765274
ISIC_1264576,benign,0,0.2188,0.2158,0.7142,8.4053,25.624,0.16,0.16,0.16,159.85,25.638,127.68,54.995,159.874,25.646,128.23,56.349,159.93,25.616,125.678,52.441,1.2429840165564423,-0.7308963943423881,-0.0121465029107408
ISIC_1264725,benign,0,0.2535,0.1813,0.5778,26.0427,14.972,0.099,0.099,0.099,151.391,15.02,127.503,71.084,151.282,14.985,128.843,73.941,151.202,14.952,125.936,69.532,0.1552261567039924,-1.2724293858920366,-1.149360738769835
ISIC_1264950,benign,0,0.1115,0.2228,0.6931,19.5997,28.142,0.176,0.176,0.175,160.638,28.33,132.165,57.48,160.65,28.3,132.416,57.035,160.599,28.103,129.531,55.447,,-0.3634769979280398,0.7763296041137099
ISIC_1265382,benign,0,0.401,0.2046,0.6288,17.5197,31.917,0.212,0.212,0.212,150.531,31.985,118.285,44.269,150.57,31.959,118.129,44.706,150.171,31.896,120.254,44.734,0.1517744977955531,0.0001001002150953,-0.3557665676881177
ISIC_1265755,benign,0,0.3299,0.2588,0.5004,38.59,29.608,0.197,0.197,0.196,150.715,29.7,108.975,46.199,150.685,29.647,108.332,47.102,150.697,29.589,105.462,45.439,0.7003978149968116,0.0632965338582772,0.0107588824722911
ISIC_1269461,benign,0,0.0926,0.1215,0.7177,17.3265,35.857,0.22,0.221,0.222,161.513,35.552,153.31,73.346,161.649,35.763,152.993,70.088,161.785,35.955,153.035,65.65,-0.0665424548060012,-0.8538847735848973,-0.979053170316694
ISIC_1280780,benign,0,0.1234,0.1563,0.672,25.5357,11.433,0.078,0.078,0.077,147.311,11.479,131.794,63.805,147.217,11.485,132.853,66.786,147.208,11.378,134.439,64.933,1.1615388892961138,-0.6952763480624806,0.3292229419788933
ISIC_1285870,benign,0,0.2336,0.1606,0.645,20.383,31.125,0.194,0.194,0.195,159.904,30.944,139.559,68.956,159.988,31.046,141.587,63.899,160.053,31.155,140.363,60.224,-0.5738289146578315,-0.2022525175574272,-0.7001371132815936
ISIC_1287370,benign,0,0.1349,0.2503,0.5522,49.0844,15.915,0.105,0.105,0.104,152.986,16.068,122.503,69.952,153.022,16.071,121.501,68.202,152.969,15.91,129.906,75.495,0.2200643882695218,0.6917970130275082,1.1077250370797187
ISIC_1290821,benign,0,0.1289,0.1494,0.7591,14.744,29.116,0.186,0.187,0.188,155.581,28.894,112.752,59.536,155.679,29.053,112.731,60.179,155.745,29.204,109.689,61.023,-0.90244610060083,-0.3722749241467027,-0.3877163188869745
ISIC_1292607,benign,0,0.1225,0.1298,0.6124,49.4678,8.838,0.064,0.064,0.064,137.91,8.889,110.588,59.415,137.928,8.878,112.222,59.834,137.982,8.814,110.768,59.87,-0.4173611717365412,-0.0872214525153865,0.1696393757408532
ISIC_1293403,benign,0,0.1211,0.136,0.7437,64.6234,12.668,0.09,0.089,0.089,141.51,12.782,127.43,72.545,141.56,12.546,125.013,71.529,141.477,12.63,117.708,69.38,-0.5581117060478229,-0.1528224006971687,0.1533754223575865
ISIC_1293743,benign,0,0.144,0.272,0.5318,2.0828,20.715,0.149,0.148,0.147,140.217,20.902,95.049,33.846,140.321,20.797,94.333,35.563,140.442,20.663,96.087,32.37,-0.002456555341376,0.4946807220140147,-0.9373095397088546
ISIC_1294049,benign,0,0.1467,0.1613,0.6267,30.6916,35.671,0.226,0.227,0.227,156.878,35.477,143.598,56.617,157.102,35.619,141.893,57.075,157.147,35.695,145.676,57.349,-0.6460235023111066,-0.7883321199284767,-0.1387395568941892
ISIC_1296490,benign,0,0.1309,0.1038,0.7547,42.5262,25.601,0.16,0.16,0.159,160.107,25.599,147.863,72.535,160.496,25.607,154.935,74.25,160.892,25.536,145.673,61.387,-0.9006378453321683,-0.1850622953217823,0.1291092225691807
ISIC_1300967,benign,0,0.1093,0.1145,0.8041,19.4676,25.866,0.171,0.172,0.172,149.831,25.691,119.484,62.305,149.848,25.722,119.977,64.073,149.876,25.802,116.132,60.761,-0.3336762383919663,-0.1864388083940897,0.008197571859956
ISIC_1305537,benign,0,0.1736,0.1783,0.6782,34.4031,18.716,0.126,0.126,0.125,149.353,18.874,136.335,72.419,149.286,18.768,132.232,74.04,149.275,18.694,133.748,72.758,0.0792529801826651,0.4234468028348029,-0.1835786282767796
ISIC_1306020,benign,0,0.1155,0.1063,0.702,21.219,25.258,0.162,0.162,0.162,155.372,25.219,125.62,70.906,155.471,25.213,127.123,70.951,155.66,25.285,122.697,76.479,-0.2647385498951832,-0.4122045132716114,0.2936577826997169
ISIC_1306790,benign,0,0.1943,0.2352,0.5341,38.4842,13.911,0.103,0.104,0.105,133.066,13.767,123.179,59.197,132.984,13.861,120.604,57.663,132.936,13.957,124.76,54.076,-0.6666088363970417,-0.2350986386800478,0.8570193019308756
ISIC_1308081,benign,0,0.1701,0.1486,0.6201,23.8376,29.052,0.182,0.183,0.183,158.452,28.909,135.469,51.939,158.654,28.972,136.911,52.381,158.794,29.133,136.3,51.904,0.5784451312589746,0.4161944079797752,-0.8473448803939776
ISIC_1308649,benign,0,0.273,0.312,0.4247,21.1001,14.63,0.1,0.1,0.101,145.302,14.497,113.986,65.671,145.188,14.538,112.752,64.02,145.008,14.62,115.904,60.295,-0.3615117143099803,-0.6881432770532683,0.3622141296140903
ISIC_1312827,benign,0,0.204,0.2085,0.5224,37.9592,37.744,0.255,0.252,0.251,149.598,38.139,107.511,58.075,149.847,37.785,104.818,55.727,149.98,37.599,111.536,57.464,-0.487784432524856,-0.2277436147791204,-0.3756767376398123
ISIC_1314502,benign,0,0.2359,0.2268,0.6595,21.3471,22.529,0.15,0.149,0.149,151.663,22.687,100.538,48.139,151.607,22.623,101.142,49.318,151.577,22.546,99.656,52.938,0.5221566313682972,0.1697891376685425,-0.1581352421164487
ISIC_1315123,benign,0,0.1509,0.1611,0.7378,18.9675,24.122,0.153,0.154,0.154,156.344,23.964,123.866,63.319,156.477,24.056,125.332,68.534,156.648,24.169,122.762,61.444,-0.8567540193348798,-0.682610301523578,-0.3788658849089676
ISIC_1323048,benign,0,0.2421,0.2415,0.6482,17.6066,14.469,0.098,0.098,0.099,146.575,14.372,113.945,69.553,146.822,14.423,113.386,69.932,146.941,14.496,110.489,68.455,1.0532055812731371,-0.1415711223836939,0.6095821981603899
ISIC_1323743,benign,0,0.0696,0.1513,0.7683,26.5352,24.434,0.157,0.158,0.158,154.255,24.189,138.382,68.524,154.42,24.373,138.498,65.842,154.486,24.457,138.096,67.517,-0.3351635025264893,0.1144172025102872,-0.0775409109510539
ISIC_1327515,benign,0,0.2754,0.2767,0.6458,21.6106,36.406,0.225,0.226,0.226,161.014,36.308,135.307,43.948,161.058,36.355,133.589,42.825,161.117,36.436,132.686,39.18,0.7316735313937589,-0.1761899789910529,-0.7817991619347471
ISIC_1328488,benign,0,0.1164,0.1063,0.6716,23.1309,15.211,0.102,0.102,0.101,150.648,15.306,127.212,67.146,150.618,15.296,129.471,67.228,150.593,15.216,129.839,66.042,0.3013599791073712,0.5062856960045942,-0.5470850696135127
ISIC_1328804,benign,0,0.1321,0.263,0.6303,21.4678,19.689,0.149,0.147,0.145,134.347,19.999,139.699,64.632,134.709,19.794,140.881,62.559,135.023,19.592,141.204,65.977,0.2381571844272108,0.4547577252139164,-0.0115866575634293
ISIC_1330008,malignant,1,0.0863,0.0763,0.7457,27.8304,18.295,0.114,0.114,0.114,160.559,18.359,132.362,65.283,160.536,18.313,133.115,65.725,160.501,18.282,130.632,67.223,-0.8765395583493725,-0.0453876534579811,-0.2848106213019203
ISIC_1331993,benign,0,0.0909,0.1923,0.7288,46.9007,24.006,0.157,0.157,0.158,151.852,23.829,103.096,31.751,151.909,23.893,101.083,31.302,152.077,24.036,99.365,30.917,-0.3680025970728374,-0.52894250964363,-0.643383540076722
ISIC_1332766,benign,0,0.148,0.1525,0.7539,16.2317,31.842,0.199,0.2,0.2,158.952,31.587,114.082,36.647,159.075,31.745,116.122,35.412,159.108,31.841,121.996,37.005,-0.3517019021535202,-0.640385891644352,0.4512641338287448
ISIC_1334038,benign,0,0.4694,0.198,0.5976,26.9465,32.295,0.202,0.202,0.203,159.105,32.125,111.12,52.014,159.09,32.151,113.347,51.105,159.125,32.285,111.642,54.296,0.4057427370285312,-0.0747068752772028,-0.6400124588035933
ISIC_1334438,benign,0,0.1786,0.1853,0.6886,36.1351,16.29,0.106,0.105,0.105,155.376,16.407,140.473,73.432,155.318,16.336,144.531,73.828,155.257,16.252,143.285,73.236,-0.0913282411037036,-0.6986048417248666,-0.0939129450316834
ISIC_1336351,benign,0,0.1984,0.1593,0.676,14.9793,23.289,0.148,0.148,0.149,156.601,23.196,131.153,55.382,156.646,23.25,127.412,55.514,156.728,23.319,123.09,54.427,-0.7845642270064209,0.4274578767029329,-0.7521372420693155
ISIC_1337726,benign,0,0.2764,0.1302,0.7688,12.7792,27.465,0.171,0.172,0.172,159.727,27.283,132.607,59.63,159.764,27.401,132.526,58.905,159.801,27.529,134.485,60.424,-0.9657347568167348,-0.5085142871205677,0.1821219488883938
ISIC_1342117,benign,0,0.1988,0.1236,0.653,17.0571,31.15,0.199,0.199,0.199,156.494,31.114,138.471,58.796,156.565,31.159,142.061,62.051,156.629,31.151,140.014,57.789,-1.6162502811326795,0.4694152558450042,0.1150902116596641
ISIC_1343302,malignant,1,0.2134,0.354,0.5699,9.9481,21.466,0.159,0.158,0.156,136.551,21.658,107.251,51.904,136.887,21.611,110.189,54.32,137.23,21.401,104.861,51.395,0.337003512938651,0.6761608723588025,-1.0058174828582729
ISIC_1343433,benign,0,0.0671,0.0506,0.6764,43.3629,18.257,0.118,0.117,0.117,156.141,18.381,128.811,71.262,156.112,18.335,129.133,72.022,156.066,18.268,127.523,73.986,-0.5484062908126345,0.0672416643125792,0.2734990506930169
ISIC_1344537,benign,0,0.3678,0.2007,0.5097,25.3877,8.575,0.059,0.059,0.058,147.195,8.756,123.01,70.864,147.152,8.753,122.445,72.25,147.162,8.555,119.949,73.687,0.3822597566154304,0.9991324450532804,0.3850148405126631
ISIC_1348538,benign,0,0.1597,0.1414,0.6987,18.543,31.009,0.19,0.191,0.192,161.62,30.668,128.425,65.675,161.71,30.844,130.475,65.533,161.798,31.08,124.574,73.119,-0.2168541104665145,-0.1920730442115511,-0.2296107289826934
ISIC_1348843,benign,0,0.2127,0.1009,0.6163,36.1748,26.003,0.166,0.165,0.164,157.846,26.16,110.293,41.077,157.721,25.973,111.596,42.702,157.71,25.932,108.501,43.14,0.9294025002993848,1.4649296524284852,0.2189729162112012
ISIC_1350519,benign,0,0.0986,0.112,0.7173,25.5579,32.343,0.206,0.205,0.205,157.41,32.462,122.928,46.239,157.544,32.314,120.992,47.62,157.499,32.227,126.368,44.45,0.5094364930421867,0.4020370005598788,-0.5630408627721607
ISIC_1351604,benign,0,0.1683,0.3433,0.6227,31.8967,23.989,0.154,0.155,0.159,151.243,23.301,135.51,68.876,151.214,23.486,136.885,68.18,151.836,24.103,137.867,62.469,0.494447704766155,0.1284144492101218,0.3736371939171032
ISIC_1352841,benign,0,0.2844,0.2438,0.4914,19.782,11.385,0.076,0.077,0.077,149.243,11.341,126.389,69.783,149.303,11.462,126.353,69.173,149.361,11.456,125.274,69.697,0.4152530708200992,-0.579518969565768,-0.7675674447625931
ISIC_1353668,benign,0,0.1388,0.21,0.6702,20.4818,25.86,0.189,0.188,0.187,137.536,25.937,129.913,45.465,137.936,25.932,131.545,43.335,138.223,25.808,131.815,45.719,0.1823360262569119,-0.7098092668050554,-0.3328507231431179
ISIC_1356715,malignant,1,0.1172,0.1954,0.6302,31.2469,29.902,0.184,0.183,0.183,163.27,29.997,135.239,65.758,163.234,29.949,135.39,67.712,163.2,29.872,136.606,72.986,-0.3567218383029658,-1.2415939235112592,-0.8158008958972826
ISIC_1358527,benign,0,0.1881,0.1458,0.6703,32.0882,23.421,0.157,0.158,0.156,149.745,23.5,120.18,53.304,149.973,23.628,122.13,52.905,150.094,23.483,121.958,51.928,-0.268095452683967,0.3924920548325203,-0.0934383557255634
ISIC_1359533,benign,0,0.2593,0.1883,0.6686,32.3585,29.458,0.187,0.188,0.188,156.546,29.293,120.159,51.204,156.741,29.534,116.819,54.533,156.791,29.474,115.085,53.191,0.2604163571288795,-0.051582611496928,0.4690736698763288
ISIC_1366765,benign,0,0.155,0.1448,0.725,20.0262,37.289,0.225,0.224,0.223,166.168,37.383,114.707,71.354,166.309,37.225,113.798,71.318,166.322,37.168,119.344,64.266,0.0158987717472563,-0.118331403788877,0.0292472192292015
ISIC_1367610,benign,0,0.2655,0.2747,0.6385,14.6678,28.817,0.183,0.183,0.183,157.276,28.75,132.305,46.441,157.339,28.803,133.221,44.548,157.421,28.831,131.637,46.343,1.2609895831255231,0.2421891319427696,-1.0687377724194886
ISIC_1368336,benign,0,0.1462,0.1504,0.6876,27.6521,26.975,0.166,0.167,0.166,162.131,26.951,128.446,65.597,162.211,27.016,124.207,64.473,162.281,26.991,124.893,62.564,-0.9800963658880164,-0.2934419622874953,-0.0971015366459865
ISIC_1369273,benign,0,0.4387,0.3963,0.2709,23.0039,11.554,0.079,0.079,0.077,149.094,11.84,137.582,77.815,149.122,11.726,135.216,77.939,149.12,11.493,135.66,72.187,-0.7133243033950115,0.9575090175925351,1.0307816252475666
ISIC_1369967,malignant,1,0.2649,0.3398,0.5385,34.6358,32.226,0.194,0.191,0.193,166.417,32.253,116.276,83.32,166.188,31.728,117.738,94.04,166.359,32.184,116.467,89.59,0.2518613617669204,1.1253487610245914,-0.1330456716128922
ISIC_1370142,benign,0,0.1879,0.1406,0.6561,24.8399,5.987,0.039,0.039,0.038,154.853,6.105,143.031,104.599,154.939,5.999,145.811,105.833,154.958,5.949,147.302,102.043,0.2589210335427103,0.1503106991141052,0.3457561466469714
ISIC_1372928,malignant,1,0.4,0.1299,0.2524,2.5767,24.195,0.177,0.177,0.176,137.155,24.296,132.424,51.659,137.329,24.301,133.857,51.324,137.568,24.201,129.966,49.544,0.751461697288757,0.0854128771827913,0.5328328050490386
ISIC_1373468,benign,0,0.1008,0.1336,0.5539,42.0425,13.894,0.092,0.092,0.091,152.807,14.088,140.982,81.073,152.705,14.0,143.101,85.214,152.57,13.828,139.821,85.369,0.7212378869048452,0.3689703052961003,-0.5078029616593759
ISIC_1375476,malignant,1,0.1156,0.166,0.6313,54.3867,33.342,0.21,0.214,0.214,156.579,32.814,115.824,47.074,157.255,33.684,119.176,49.41,157.061,33.632,118.242,50.421,-0.306969895020139,0.181598877869258,0.2066752514414921
ISIC_1377409,benign,0,0.2824,0.1455,0.7155,18.277,26.747,0.166,0.166,0.167,159.817,26.483,126.072,70.285,159.898,26.586,124.1,70.251,160.068,26.799,122.468,76.139,-1.0446431649931565,-0.7734199165278053,0.1434338826927919
ISIC_1379405,benign,0,0.0963,0.1503,0.777,11.0927,19.665,0.125,0.125,0.126,155.487,19.509,118.54,50.447,155.498,19.484,118.988,50.587,155.64,19.664,116.436,46.617,0.1181339832799258,-0.0447960916594447,-0.0451557856659748
ISIC_1379601,benign,0,0.1799,0.1827,0.6588,32.5025,15.564,0.104,0.104,0.104,149.874,15.644,102.719,68.531,149.773,15.576,101.929,67.445,149.568,15.54,105.273,68.481,0.3002984009259961,-0.4299950810788353,-0.7317956752270647
ISIC_1380069,benign,0,0.1536,0.1433,0.6876,45.6099,50.187,0.304,0.306,0.306,163.937,49.909,144.62,47.027,164.247,50.204,145.497,49.501,164.249,50.298,148.214,46.671,0.1099295825479598,-0.4149774934698266,-0.4088530956839978
ISIC_1382271,benign,0,0.0616,0.0774,0.7227,63.2806,26.661,0.177,0.179,0.179,149.832,26.581,101.098,40.366,150.001,26.811,98.731,40.962,150.033,26.812,101.178,39.387,-0.4467301556563618,0.7635393024559287,-0.4107457064570109
ISIC_1382677,benign,0,0.2675,0.2608,0.6142,19.9645,31.233,0.199,0.199,0.199,157.137,31.224,128.818,59.11,157.243,31.251,125.354,56.452,157.349,31.29,128.876,56.775,-0.2810425196099366,-0.5180608942815687,-0.3592347453904256
ISIC_1383822,benign,0,0.1014,0.2016,0.7765,17.4207,36.535,0.227,0.227,0.227,161.149,36.506,120.697,61.351,161.182,36.524,122.16,62.193,161.265,36.532,117.63,59.555,0.0755503475826005,-0.9723838744520386,0.1519472785444718
ISIC_1384527,benign,0,0.1784,0.195,0.6432,11.9385,25.709,0.17,0.169,0.169,151.833,25.861,102.55,67.976,151.768,25.696,103.369,69.675,151.757,25.597,101.107,61.428,1.4370350787415782,-0.4230570296105502,0.5994043225256724
ISIC_1387456,benign,0,0.1593,0.169,0.813,35.1388,19.03,0.124,0.125,0.125,152.078,18.832,147.083,58.777,152.194,18.963,147.553,60.262,152.313,19.071,143.376,55.773,-1.1003006770987451,-0.3812110667107467,0.0088933100494681
ISIC_1388297,benign,0,0.2337,0.2107,0.5512,30.8997,22.879,0.16,0.159,0.157,145.083,23.201,125.079,60.455,144.846,22.985,121.954,62.151,144.54,22.642,124.219,58.32,-0.2587580223249826,-0.1395357734242521,-0.1259165519520481
ISIC_1389141,benign,0,0.1343,0.2739,0.7123,19.401,27.316,0.171,0.171,0.172,159.105,27.262,130.045,58.501,159.108,27.25,132.03,58.855,159.212,27.333,130.526,58.56,0.0659710915605857,-0.4608115916460346,-0.1905913766861482
ISIC_1389563,benign,0,0.0765,0.2342,0.7705,26.0923,40.096,0.244,0.245,0.245,163.73,39.996,113.574,67.816,163.746,40.042,112.238,67.699,163.828,40.101,111.224,64.456,-0.5027441848360018,-0.5240339803662238,-0.1898266762694341
ISIC_1390308,benign,0,0.0898,0.1233,0.7899,27.1949,11.493,0.075,0.074,0.074,154.586,11.633,101.018,79.945,154.518,11.507,99.419,78.016,154.48,11.426,101.057,80.771,-1.2088257383775276,-0.5081681605234446,-0.900448927962378
ISIC_1394786,benign,0,0.1941,0.0909,0.7235,23.3593,32.637,0.204,0.204,0.206,158.868,32.409,112.974,48.098,158.952,32.494,113.238,49.232,159.03,32.709,115.507,48.867,-0.0655027498188405,-0.3213152343819144,0.2574426589558848
ISIC_1396573,benign,0,0.1094,0.138,0.6363,39.3248,17.603,0.114,0.114,0.112,155.962,17.742,131.999,72.346,155.952,17.717,132.483,71.087,155.812,17.502,132.215,73.467,-0.2127014824622734,-0.3910695416579852,-0.3495793742257329
ISIC_1396767,benign,0,0.2563,0.1493,0.7081,34.9734,37.947,0.235,0.235,0.236,161.115,37.793,115.29,61.74,161.208,37.925,115.922,62.428,161.264,38.01,114.821,59.505,0.1816553662996493,-0.5097877548323958,-0.1410827547852176
ISIC_1398618,benign,0,0.1786,0.2154,0.7268,17.8702,29.797,0.186,0.186,0.186,159.983,29.743,124.59,72.611,160.02,29.758,128.044,74.395,160.105,29.794,125.867,74.217,-0.6811261841091603,-0.857279063906232,-0.4447160311864105
ISIC_1399572,benign,0,0.1815,0.2134,0.7153,16.2592,30.304,0.192,0.193,0.195,155.745,29.921,126.752,47.037,155.882,30.084,126.823,46.48,155.95,30.34,124.402,46.054,-0.4608236802238694,-0.3064071142668151,-1.314858726612214
ISIC_1402840,benign,0,0.152,0.1483,0.6575,22.2337,18.498,0.124,0.124,0.124,149.001,18.518,119.656,57.425,149.105,18.525,116.359,60.962,149.245,18.548,117.881,56.947,-1.3179469485463573,0.2585800658269535,-0.3269655279538508
ISIC_1403974,benign,0,0.1244,0.0963,0.7246,25.3976,32.477,0.203,0.203,0.204,159.12,32.246,145.729,72.914,159.237,32.391,144.392,71.871,159.305,32.469,145.891,68.783,-0.3697646876364476,-0.4017694019187288,-0.2175940211706417
ISIC_1410408,benign,0,0.1826,0.2493,0.6289,20.2069,25.278,0.164,0.165,0.164,153.447,25.166,139.144,61.09,153.602,25.315,141.814,64.925,153.67,25.21,135.968,60.324,-0.1632322295963904,-0.7056033055793339,-0.9454619685729876
ISIC_1412843,malignant,1,0.2812,0.1145,0.7311,28.6745,24.233,0.163,0.164,0.164,147.295,24.063,108.674,47.077,147.732,24.219,107.749,45.375,147.783,24.283,103.286,42.344,-0.4238269364549531,-0.3279228224334451,-0.010743826562172
ISIC_1413120,benign,0,0.3849,0.4048,0.386,25.7429,12.865,0.094,0.093,0.09,142.741,13.365,121.919,70.292,142.855,13.26,125.184,70.833,143.004,12.873,125.401,72.229,0.788962057042149,0.5077630116548199,0.2906777297294129
ISIC_1413242,benign,0,0.1596,0.1956,0.7482,9.3712,21.031,0.138,0.138,0.139,151.105,20.882,115.155,61.1,151.104,20.905,116.803,62.642,151.146,21.046,110.643,61.271,-1.0878102877901663,-0.9483364581769096,-1.3154097543539391
ISIC_1414751,benign,0,0.1776,0.1426,0.6428,65.3617,18.739,0.133,0.132,0.132,142.147,18.901,127.336,73.754,142.17,18.765,127.715,72.247,142.186,18.737,126.023,70.819,-0.6908349128373574,0.6379987259028587,0.3263491821494648
ISIC_1418304,benign,0,0.2279,0.1179,0.6645,28.465,20.861,0.132,0.133,0.133,157.18,20.802,118.233,48.363,157.26,20.888,118.481,47.768,157.294,20.896,118.169,46.529,-0.2594937415430972,-0.0042714125185116,-1.0404455768899594
ISIC_1423737,malignant,1,0.6042,0.62,0.2866,17.286,26.095,0.192,0.191,0.191,136.053,26.114,133.224,60.118,136.302,26.076,130.72,58.237,136.43,26.024,131.89,64.747,0.886413283446846,0.1838868362881168,-0.1197450240431134
ISIC_1426331,benign,0,0.0871,0.137,0.7288,33.9396,43.97,0.271,0.277,0.272,161.801,43.867,114.024,68.212,161.24,44.666,111.271,67.242,161.654,44.006,109.754,67.566,0.4036892924679521,-1.107162389264721,-0.4610701400672324
ISIC_1431777,benign,0,0.1353,0.2233,0.5611,28.0892,26.487,0.188,0.187,0.187,141.553,26.608,115.342,59.865,141.63,26.495,115.773,58.641,141.772,26.444,116.615,57.383,0.0894518195767406,0.0009592484958211,0.3195266150988058
ISIC_1432058,benign,0,0.3528,0.4026,0.4779,21.0565,34.201,0.21,0.21,0.211,161.973,33.996,135.855,71.029,162.033,34.062,137.086,73.026,162.141,34.232,134.111,75.117,0.1506367605936651,-0.2813712283249248,-0.3362581656608729
ISIC_1434141,benign,0,0.1839,0.4072,0.6111,28.7904,19.58,0.129,0.131,0.135,147.652,19.097,125.076,75.101,148.152,19.383,133.741,77.669,148.267,19.963,136.957,75.29,0.7571508490999812,0.3936284274836029,0.4635179358962779
ISIC_1436929,benign,0,0.1427,0.1522,0.7808,13.3227,9.325,0.067,0.067,0.067,139.476,9.289,134.087,56.762,139.611,9.339,135.387,56.27,139.717,9.35,137.531,59.762,-0.0953535659268953,0.1711686350599524,-1.353723700378719
ISIC_1438269,benign,0,0.0846,0.1212,0.7141,17.3901,27.865,0.177,0.178,0.178,156.653,27.784,134.288,70.165,156.749,27.845,134.23,71.269,156.855,27.903,136.18,67.975,-0.9781089303828564,0.0326640921480806,-0.4268971957124007
ISIC_1440063,benign,0,0.2327,0.2127,0.6337,14.3259,30.553,0.195,0.196,0.196,156.045,30.444,149.62,66.755,156.192,30.632,152.394,68.255,156.268,30.677,152.126,67.895,0.6227813211700743,-0.0941694881892155,-0.4708797129757819
ISIC_1440377,benign,0,0.2006,0.2813,0.5739,16.7933,27.747,0.174,0.173,0.175,158.73,27.593,127.791,57.631,158.722,27.52,127.074,57.644,158.874,27.751,126.221,54.173,0.1033590630517661,0.215907758013558,-0.5961661052474292
ISIC_1441260,benign,0,0.1405,0.2444,0.7107,20.2161,25.695,0.162,0.162,0.162,158.089,25.575,123.201,64.882,158.061,25.583,118.154,63.292,158.023,25.612,119.725,65.714,-0.5548970209188766,-0.5583161996055552,-0.4443987746798296
